time,Site01,Site02,Site03,Site04,Site05,Site06,Site07,Site08,Site09,Site10,Site11,Site12,Site13,Site14,Site15,Site16,Site17,Site18,Site19,Site20,Site21,Site22,Site23,Site24,Site25,Site26,Site27,Site28,Site29,Site30,Site31,Site32,Site33,Site34,Site35,Site36,Site37,Site38,Site39,Site40,Site41,Site42,Site43,Site44,Site45,Site46,Site47,Site48,Site49,Site50,Site51,Site52,Site53,Site54,Site55,Site56,Site57,Site58,Site59,Site60,Site61,Site62,Site63,Site64,Site65,Site66,Site67,Site68,Site69,Site70,Site71,Site72,Site73,Site74,Site75,Site76,Site77,Site78
1,4.5535,4.6673,3.4362,8.6975,9.0838,9.4135,10.5901,11.7579,16.1325,37.0469,28.698,5.5263,5.832,5.9519,5.5263,12.7974,11.5746,13.9871,12.168,26.8714,24.2669,6.1734,7.1654,6.8941,15.0862,11.8834,11.2962,3.2651,2.1842,2.1603,9.6864,11.6531,10.1944,11.1823,8.7059,7.0159,6.6795,9.0386,3.0046,8.3037,5.2919,11.2343,18.3426,19.1104,16.9641,46.3035,58.757,31.407,78.9015,67.3566,73.3791,174.0995,174.2692,194.8789,52.4051,53.1167,55.9674,20.112,25.8931,26.7557,29.3139,24.775,30.1396,13.2952,30.504,15.3264,5.9215,18.1701,4.2102,27.4386,38.4483,29.6661,68.5189,59.1645,54.6673,314.9666,306.6432,403.8413
2,5.7696,4.6802,4.4026,7.8616,9.5666,9.2311,10.2159,12.3809,16.28,40.5899,40.272,34.6003,5.1975,7.2476,3.7796,10.9894,13.6192,14.0353,11.5244,27.7312,22.3518,8.5262,6.8396,7.4988,15.1063,8.5798,8.2419,2.5403,4.191,1.4738,8.3572,10.0349,9.2911,8.2401,9.4175,6.6866,6.5199,7.5522,2.2797,7.8193,3.4527,7.2953,11.341,15.3941,18.1121,41.6905,43.8175,32.7546,53.6509,54.4823,52.6174,341.6871,271.9616,398.1263,46.388,54.2829,47.6838,16.5591,29.2894,26.0298,24.6748,18.0457,23.3005,12.2207,28.4377,14.8221,7.1651,21.5328,2.3798,31.026,45.0126,33.513,57.69,63.9235,52.136,305.0575,290.9164,373.366
3,,,,,,,,,,37.9777,34.0773,37.6724,,,,,,,9.4155,21.9767,25.8176,,,,,,,,,,,,,,,,,,,,,,18.6762,13.954,16.5504,51.1366,57.8004,44.0968,67.8599,73.0882,60.9309,333.4919,258.1483,380.284,52.2059,62.5516,48.2252,20.5974,27.8028,25.447,30.2847,22.2569,30.2318,9.5733,34.8606,20.194,5.9619,18.4325,3.5489,29.5978,38.7858,34.2987,57.3649,67.4378,47.5712,314.8373,322.7985,389.7398
4,,,,,,,10.2851,9.4038,10.9995,42.2055,29.363,34.3503,,,,10.4922,11.1194,10.7051,10.1543,21.9907,20.798,,,,10.0009,8.9144,12.1971,,,,,,,,,,,,,,,,11.732,9.7887,12.7457,43.0785,44.0026,36.7834,70.4713,59.4869,51.7461,323.6011,253.8258,369.8477,40.8206,48.1293,43.6121,20.1166,25.2677,23.7473,19.2124,19.498,20.9563,14.9955,19.6067,15.3797,7.0341,21.2232,4.4134,37.029,45.9905,36.3864,58.3589,65.1621,48.2906,327.2079,335.202,406.1932
5,3.6088,3.3273,2.9743,6.3952,7.4396,7.3223,10.9281,9.5337,11.3441,34.4113,27.873,32.5106,4.0449,4.3314,4.442,9.6407,9.1686,9.5969,9.052,17.412,14.0258,4.2245,4.3975,4.1116,10.181,8.1547,7.9361,,,,6.8082,7.5023,8.234,5.8252,4.7757,4.1618,5.5773,5.8926,1.9859,6.0091,3.4893,6.4111,8.5822,8.0809,8.7856,32.6243,45.0393,34.0196,50.689,53.4347,49.6902,369.5884,284.7022,424.0926,39.0328,39.0629,30.9654,16.1104,18.8415,20.246,17.3303,16.3634,15.3487,11.8248,22.9875,14.7802,5.93,18.8155,4.7683,34.021,43.5669,39.8437,59.4769,64.7038,55.1246,221.4833,236.5803,275.785
6,,,,,,,,,,26.8164,19.8296,26.9411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9787,35.9088,36.7704,50.3013,52.5157,44.593,336.5566,253.0773,386.7473,31.6806,39.2669,36.5918,16.552,17.9385,18.2497,13.9904,12.7084,14.4543,9.651,18.2838,12.2019,,,,30.2881,41.5283,37.294,58.9957,55.1051,50.6682,215.0039,229.8364,274.5815
7,,,,,,,8.765,7.7911,10.9088,32.6994,27.4216,32.4301,,,,6.7218,8.8352,9.0014,7.4814,16.3389,14.3128,,,,10.5229,8.5228,9.2287,,,,,,,,,,,,,,,,10.3127,9.22,10.3242,32.9687,44.5214,33.3356,45.1708,47.7542,43.7695,165.4472,123.79,163.0047,30.5705,30.1299,35.7828,16.7481,18.3108,17.4626,14.0594,13.405,17.2221,10.3045,18.2836,13.7475,6.271,22.3905,4.0402,43.2115,60.1798,53.8072,81.6554,75.8029,65.9505,368.7373,388.8069,443.4338
8,,,,5.1433,5.2812,5.754,,,,35.8302,23.7481,26.8721,,,,,,,,,,,,,,,,1.6174,1.7904,1.1525,,,,,,,4.6887,4.7988,1.6921,6.2018,3.526,6.6616,,,,29.7816,37.4799,29.458,44.0953,42.7213,34.3346,128.943,142.388,173.0773,28.5611,25.1969,27.5855,12.2717,15.0491,13.5403,11.751,12.1179,14.9302,9.4355,17.632,10.9932,,,,44.8486,56.6396,52.8015,70.8233,72.8177,65.7923,359.1479,376.9614,445.3435
9,3.5504,3.082,3.0386,,,,,,,24.5156,22.0366,29.1006,3.238,4.1476,3.7482,,,,8.8731,15.3608,11.61,3.6977,3.8589,3.7174,,,,,,,8.4417,7.1124,8.8865,7.0917,5.4177,4.691,,,,,,,,,,28.0319,39.3211,27.1764,35.6543,40.7759,38.3125,111.105,100.0416,117.1442,25.4252,28.7691,29.1326,,,,,,,,,,6.7778,21.3557,4.8907,40.1274,54.9028,45.3911,69.2071,66.7058,58.9769,128.4823,142.8298,168.2709
10,,,,,,,8.3888,7.4321,10.8874,33.8087,19.0733,29.1965,,,,7.1754,8.6196,11.8907,10.2648,15.9786,14.1004,,,,9.2312,7.5733,7.0903,,,,,,,,,,,,,,,,10.7221,9.6151,9.8719,33.7992,34.4617,33.3108,54.9508,51.0802,42.7284,131.5484,104.4986,131.832,30.1414,33.3752,35.4997,9.6597,13.4435,12.5341,14.1503,15.7246,15.1442,9.1912,16.6728,11.5642,,,,45.1676,62.5714,51.2706,74.7073,78.3048,66.8852,142.8491,140.3356,175.6389
11,,,,6.8913,6.8078,5.9555,,,,38.2565,27.3855,32.5009,,,,,,,9.2355,16.5963,16.5908,,,,,,,,,,,,,,,,5.0303,5.3727,1.6718,8.9434,4.21,8.971,,,,35.7764,44.6111,33.7136,46.1682,47.2354,39.4088,106.5857,90.0266,108.4148,29.5192,31.4431,35.3645,,,,,,,,,,7.3784,21.5581,4.8384,44.8607,62.0693,44.938,76.5612,74.3003,59.8196,128.9236,129.6664,162.113
12,,,,,,,,,,35.1603,23.1525,32.6202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5451,43.8533,30.9097,39.9844,46.4635,38.3226,96.0256,91.0206,114.4629,28.5462,29.3966,21.9269,11.9495,14.6734,13.8161,12.4729,11.7492,14.3514,9.9568,13.4405,10.3459,,,,50.0449,67.5128,57.8975,83.6765,85.8571,69.0265,138.0271,132.2679,166.5577
13,3.4443,3.5152,2.9898,,,,9.1814,8.7029,11.7259,36.6366,24.2706,32.4677,3.6757,4.2988,3.8358,8.542,9.263,10.1877,8.2062,18.6478,14.0634,3.4102,3.3319,3.3675,12.3158,8.9748,7.6988,,,,10.0182,7.8247,10.0354,7.0958,7.0676,4.4559,,,,,,,10.3555,9.5647,9.222,34.6307,47.9966,34.8892,42.6922,48.2113,43.1006,92.208,85.8392,116.128,33.304,34.8531,38.3933,,,,,,,,,,,,,46.4203,57.6643,47.1278,82.4013,83.5524,63.2111,148.2262,146.7834,174.363
14,,,,6.8778,7.3273,6.7882,,,,42.2838,29.3902,36.1189,,,,,,,,,,,,,,,,,,,,,,,,,4.5467,4.6846,1.6515,7.9352,4.8939,9.1391,,,,33.3291,44.2417,30.8774,42.7996,42.5202,40.7539,95.2568,78.6627,105.4328,30.4425,29.4766,29.178,11.9086,15.4618,14.852,11.7428,11.0805,13.2104,9.5718,15.7422,11.6719,6.3355,16.6072,4.4009,44.4302,63.3156,49.1705,69.7819,73.2125,57.8979,112.4659,117.9651,147.8977
15,,,,,,,,,,42.1016,27.6405,35.4749,,,,,,,7.6879,17.0256,16.9177,,,,,,,2.2378,2.21,0.7928,,,,,,,,,,,,,,,,36.785,46.5888,37.6283,46.3157,49.4579,44.1013,107.6687,91.3228,115.6645,32.8505,32.9324,34.4599,,,,,,,,,,,,,46.3814,66.7561,51.7105,71.26,77.0722,60.3127,128.2068,127.7013,146.4031
16,,,,,,,12.0701,9.6528,13.3722,41.3447,27.6896,34.6333,,,,,,,,,,,,,11.3294,8.8552,8.3074,,,,,,,,,,,,,,,,,,,34.0345,43.9301,32.2622,47.7859,48.5327,42.1935,110.3266,92.4035,114.6773,32.6913,31.4643,31.0053,,,,,,,,,,5.2926,15.4893,3.9634,42.0828,57.5571,41.623,62.0847,65.7529,51.1223,103.2329,101.3002,122.1081
17,,,,,,,,,,37.39,23.727,31.687,,,,7.9665,8.274,8.9608,7.1696,14.07,12.5443,,,,,,,,,,,,,,,,,,,,,,9.8437,8.4516,9.7716,33.8363,42.3795,32.2113,39.7568,43.2429,38.6958,91.576,75.195,96.3312,,,,9.5557,12.4232,11.825,10.2777,10.5791,12.202,7.9236,14.688,9.6679,6.3355,14.3715,4.4009,39.5176,60.2829,47.5236,63.2439,68.9816,53.904,106.9145,105.4004,128.3406
18,,,,,,,,,,40.0655,25.2894,33.2638,,,,,,,,,,,,,,,,,,,10.5457,8.7935,10.099,7.2608,6.7448,4.1877,,,,,,,,,,32.4118,43.1063,32.7043,41.748,45.4784,39.5953,94.4047,81.6003,101.2558,26.2735,25.5072,25.8602,,,,,,,,,,,,,37.3283,57.8575,45.7932,62.2049,65.3341,55.5489,97.4152,89.377,109.4735
19,3.4954,3.2437,2.9589,5.0549,5.675,5.5034,10.8429,7.6902,9.5541,37.3206,21.356,29.421,2.9459,3.3981,3.5411,,,,6.5684,13.0809,11.4121,2.9667,2.9081,2.6065,9.6961,7.2866,9.8286,,,,,,,,,,3.0992,3.9063,1.4218,6.305,4.7901,6.3941,,,,28.4979,34.5875,29.7666,38.0751,39.9486,34.0178,77.2535,70.1691,89.2437,,,,7.2028,12.2634,11.8304,8.8125,10.0777,11.1309,6.2754,13.7246,7.6639,,,,45.3767,67.773,50.6508,70.7749,75.0407,60.7081,112.5172,113.4429,133.0311
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.4761,38.1376,32.4758,38.0173,40.4767,37.9078,81.0715,77.342,91.3235,24.6829,20.8828,22.3596,7.2028,12.1035,11.8358,10.2777,10.5791,10.0599,7.9236,12.7613,9.6679,5.2926,14.2422,3.9634,34.5594,62.0061,42.5268,53.8482,60.836,52.9845,98.5915,95.7708,116.7501
21,,,,,,,,,,33.8012,22.1421,28.4291,,,,,,,,,,,,,,,,,,,,,,,,,3.154,3.7764,1.192,5.9827,4.6863,6.1672,8.7409,7.6914,8.425,29.2317,41.6476,29.1932,38.8284,43.8618,34.5004,83.6005,67.2342,95.7612,,,,,,,,,,,,,5.1288,14.0803,4.0581,38.0308,54.0755,44.4425,55.8697,66.4764,50.9073,94.0775,93.1423,110.6131
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.7095,41.1193,31.1209,39.5018,43.3195,37.7452,86.3207,74.5585,98.5327,27.3619,26.5649,26.8595,,,,,,,,,,,,,37.3925,57.8466,46.327,54.711,62.8985,53.3722,84.5588,75.5914,100.2763
23,,,,,,,9.7672,7.6239,10.0928,31.5514,21.6707,26.9252,,,,6.4554,7.4839,7.4075,5.9673,11.6026,9.3291,,,,7.9047,6.408,6.7878,1.3812,1.3479,0.8815,9.2424,7.464,8.3452,6.5873,5.5586,3.5842,,,,,,,,,,26.1193,33.6999,25.8776,34.44,37.9987,34.7573,72.1413,63.4036,85.5663,,,,7.2028,10.9871,10.3712,8.8125,10.0777,7.2948,6.2754,13.3894,7.6639,6.1612,13.9183,3.6876,40.3019,55.7632,42.6981,60.2424,68.2212,53.2658,97.9324,97.4456,119.7159
24,,,,4.3478,4.9347,4.0685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2088,3.6466,1.0494,5.6605,3.9598,5.9403,,,,23.1592,33.9872,25.5118,34.845,37.1073,33.1861,66.3722,59.228,83.375,23.3891,22.4803,22.5854,6.1333,10.0521,10.3566,6.6738,7.3483,7.7541,6.0364,13.2355,8.699,,,,36.487,56.6464,40.8068,56.5244,65.1943,49.3996,86.5287,84.7077,106.2041
25,3.0535,2.7141,2.4762,,,,,,,28.0471,19.3761,25.669,2.0705,2.8242,2.5714,,,,,,,2.0314,2.2407,2.1595,,,,,,,,,,,,,,,,,,,7.0845,6.284,6.2218,25.2189,34.6705,28.4942,31.4505,35.5497,33.2297,69.9984,58.5693,76.2067,,,,,,,,,,,,,,,,36.1206,50.3209,41.8373,55.1549,62.4148,46.9246,79.4969,84.2382,94.1151
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.3896,35.8998,27.8419,33.5914,37.4433,31.6282,69.1253,63.3367,81.4111,23.3953,21.0427,22.7344,6.1333,9.1171,10.342,8.3252,6.4385,8.2135,6.8324,13.0816,8.699,7.1937,10.0458,4.0581,39.5591,59.9261,48.1271,58.0023,63.9167,51.8672,86.8282,95.2206,111.4844
27,,,,,,,10.2606,8.1746,9.5904,29.8763,19.9607,25.5995,,,,,,,5.4558,10.223,9.1046,,,,7.4593,6.1926,6.4095,,,,9.2882,7.9395,7.4043,5.9398,5.4618,3.8534,,,,,,,,,,,,,,,,65.9622,54.8416,77.1067,,,,,,,,,,,,,,,,34.1987,52.0109,39.9837,52.3478,58.8952,47.4778,77.4294,80.9305,104.2613
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7972,28.7034,19.4523,26.9433,30.2348,27.7585,69.4211,59.3911,85.4313,21.4027,19.2445,19.1543,,,,,,,,,,,,,33.5701,49.8781,41.2439,63.1249,59.2128,46.4209,81.1496,91.5239,103.0095
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.3521,58.4681,78.2047,,,,,,,,,,,,,,,,36.7486,52.2918,43.2301,55.7016,55.5633,49.3988,82.4464,86.0801,102.4863
30,3.3227,2.601,2.3349,4.2129,5.1083,3.93,9.5844,7.3425,8.9753,27.9506,17.9016,23.2502,2.4382,2.6306,2.5756,6.426,6.3978,6.6099,4.9443,10.0854,9.7129,2.3295,2.0142,1.9222,7.2428,5.2708,5.0967,1.4422,1.5111,0.9231,8.5792,8.8397,7.394,6.2079,5.859,3.4617,2.8997,3.3707,0.9069,5.4393,3.2333,4.7312,6.5353,5.7091,6.5557,22.569,31.4474,22.5337,30.4422,33.3999,29.87,60.8995,51.595,74.5315,21.8079,18.2774,18.7364,6.1333,8.5694,8.0638,6.6738,6.4385,7.5432,6.0364,10.1424,8.042,5.1288,10.1548,3.6876,35.3724,54.2992,43.0251,55.7059,61.2599,45.1125,82.8151,79.2741,101.6634
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.4619,54.0079,80.8266,,,,,,,,,,,,,,,,34.7191,54.0839,39.4138,54.4955,62.167,49.1171,84.5965,83.0239,103.9932
32,,,,,,,,,,27.3799,17.3047,22.7414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3527,31.656,23.7022,29.743,32.5422,28.0044,55.5012,44.5208,65.368,19.3626,20.7222,18.3071,,,,,,,,,,,,,36.6354,56.8925,42.5665,57.7614,59.3656,48.1976,86.6431,79.351,86.1613
33,,,,,,,9.0873,7.1939,8.4771,,,,,,,,,,5.1666,10.4491,8.6476,,,,6.4513,5.8141,6.01,,,,8.1832,8.2445,8.3156,5.4537,5.7066,3.5414,,,,,,,6.3043,5.8667,6.5907,,,,,,,55.8753,47.0429,71.9649,,,,,,,,,,,,,7.1937,14.2366,5.1222,42.4761,67.1126,51.9672,71.0152,73.3761,56.991,99.4017,99.3479,121.9204
34,,,,,,,,,,29.6992,19.9022,23.8449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4843,27.8314,22.3331,28.2992,31.6375,27.1609,56.594,48.1011,67.1447,20.7217,20.9577,20.0461,,,,,,,,,,,,,36.4572,60.9288,43.1763,56.5608,64.4446,46.5216,92.1038,86.7065,107.31
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0345,51.2676,71.7526,,,,,,,,,,,,,,,,40.5964,65.2002,49.1557,68.7726,66.739,52.7807,93.8908,93.2068,106.3711
36,3.7532,3.1958,2.6616,4.9932,5.529,4.945,11.0226,8.195,10.128,35.1519,21.8141,27.0812,3.0059,3.2332,2.913,7.6563,7.7895,8.0143,6.5912,12.2131,10.3526,2.5138,2.6546,2.4285,8.8368,7.4908,7.8159,1.9179,1.7899,1.0565,10.682,9.7585,9.9148,7.0586,6.2751,4.1613,3.1408,3.5606,1.2511,6.853,4.8938,6.4841,8.3881,7.2247,8.0648,27.7647,37.3796,28.8538,34.2904,39.7492,33.691,70.5195,57.4506,82.0279,24.3606,22.9356,23.094,7.803,9.3661,9.3865,8.3252,7.3483,7.5823,6.8324,11.3213,8.699,6.0225,11.4881,3.9944,34.8279,55.3806,39.9445,53.5734,56.1088,50.6218,83.9893,82.5124,105.3936
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.6925,52.779,79.1846,,,,,,,,,,,,,,,,30.3174,54.3579,40.748,61.2865,59.0955,48.7695,76.7044,80.145,96.6074
38,,,,,,,,,,31.7266,17.9805,25.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.07,30.2163,26.9332,30.2921,37.2942,29.297,63.8463,53.0081,69.5488,21.3831,20.9045,20.741,,,,,,,,,,,,,36.6042,57.1353,42.0455,59.5331,44.5351,53.0696,83.6438,85.7002,105.7442
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.9637,52.4854,70.2556,,,,,,,,,,,,,,,,34.4377,57.2727,44.1898,60.6085,60.8249,49.1273,81.1466,85.1421,107.3854
40,,,,,,,7.9514,5.7673,7.1172,27.9116,17.1462,22.1874,,,,,,,4.7495,9.2932,8.5756,,,,,,,,,,,,,,,,,,,,,,,,,19.0398,27.0176,21.7234,27.7853,34.7256,26.2273,61.6111,47.1444,65.7323,18.7943,19.4935,20.2637,7.4749,8.8332,9.1083,,,,6.8155,11.7553,8.735,5.7951,9.4757,4.1398,40.3909,65.4369,46.435,70.6836,70.799,57.5186,92.659,91.7451,115.5392
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.3697,48.9596,70.2347,,,,,,,,,,,,,,,,37.6908,64.9567,45.9251,65.4657,69.799,57.0079,90.1736,89.7927,114.0097
42,,,,,,,,,,27.7639,17.6044,23.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7445,31.8729,25.1033,30.9123,34.35,28.1447,59.0265,51.1766,71.3164,21.3552,19.8469,20.9828,,,,,,,,,,,,,35.4137,59.7175,41.9987,63.7933,61.4521,52.1569,84.0406,82.4011,104.6963
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.6934,53.8494,78.2346,,,,,,,,,,,,,,,,32.2437,62.9994,42.2113,66.5042,65.9965,54.6052,87.4136,90.7089,112.0078
44,3.1711,2.6857,2.205,4.2863,4.8221,4.2991,9.6865,7.3149,8.995,30.8435,19.4087,24.9178,2.3816,2.5939,2.3712,6.5261,6.626,6.5112,6.0164,11.412,9.6587,2.1102,2.2396,1.9117,6.5821,6.8224,5.5036,1.2073,1.1672,0.6953,8.3923,7.322,7.714,4.1107,2.7615,2.878,2.5794,3.0255,0.9321,5.8769,3.8457,5.3302,6.5238,5.5001,6.3712,25.0322,34.2504,26.4069,33.1599,38.5935,31.516,67.4744,55.4921,79.3671,23.2628,21.7169,21.6595,7.7248,9.1192,9.4796,7.3035,6.4577,6.8789,8.2302,13.4716,9.4281,5.4036,8.6332,4.0701,33.9546,59.1765,42.4403,60.6661,59.8438,50.8593,86.4518,84.1209,102.9126
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0937,48.5788,69.6229,,,,,,,,,,,,,,,,34.408,59.7341,42.6096,67.3657,64.4907,55.8461,88.9886,88.194,110.7657
46,,,,,,,,,,27.9868,17.7962,23.2839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3884,30.9889,24.8135,31.0911,31.9771,28.863,66.6742,52.641,75.858,22.2661,20.5124,20.4039,,,,,,,,,,,,,36.7681,62.451,43.9168,71.1527,67.9795,56.3377,92.1487,92.2836,113.8615
47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.6765,51.0254,72.3534,,,,,,,,,,,,,,,,35.9443,60.8774,43.8686,67.7454,64.0431,52.4509,86.1724,86.8499,107.6708
48,,,,,,,8.6868,6.7461,7.9315,26.7503,17.8002,22.7458,,,,,,,5.7118,10.4872,9.0401,,,,,,,,,,,,,,,,,,,,,,,,,19.4833,28.3065,22.6779,30.2352,33.3071,26.9017,63.7939,51.9271,75.6637,21.7191,19.5564,19.8842,7.1109,7.9673,9.0924,,,,6.8679,11.7404,7.6629,5.4032,8.124,4.2708,33.5366,58.4927,43.117,68.0836,63.2675,51.6962,88.2357,85.0322,105.1454
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.6785,53.3402,75.1086,,,,,,,,,,,,,,,,35.0326,64.8597,43.8842,67.709,66.5162,56.1319,89.607,93.5243,109.9656
50,,,,,,,,,,26.1928,17.1276,22.6506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.505,28.8457,23.0053,29.793,32.9722,27.4797,62.8195,49.4731,71.3381,21.578,19.4582,18.8435,,,,,,,,,,,,,34.4032,59.9987,43.1097,65.3259,61.6939,53.5077,82.2937,82.5607,101.0619
51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.1965,50.0576,68.2473,,,,,,,,,,,,,,,,34.2704,59.6778,42.1398,66.1016,62.2921,53.4752,84.3583,83.2032,99.2016
52,3.01,2.6972,1.9913,4.0644,4.4837,4.0657,8.3549,6.9421,7.6417,27.421,17.2592,22.5571,2.3934,2.5312,2.3463,5.9905,6.1425,6.2461,5.6031,10.4752,9.0056,2.0931,2.1092,1.74,5.9985,8.8076,5.3588,1.2211,1.2839,0.7749,7.7122,6.5829,7.0182,3.8534,3.0081,2.8255,2.5346,2.9814,0.9801,5.7897,3.9242,5.2549,5.8757,5.1425,5.9468,19.8328,29.4177,23.7265,31.068,34.362,27.8614,65.2196,52.5519,72.8488,21.3649,19.4275,19.6901,6.7921,6.9728,8.4641,6.442,5.37,5.4697,6.8843,11.3698,7.7667,5.5703,8.0094,4.2099,36.7492,60.3288,44.9468,71.4775,67.6539,58.6977,95.2784,93.1607,110.8071
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.6572,49.703,66.8414,,,,,,,,,,,,,,,,29.3605,52.1927,34.3293,51.7037,52.086,45.6348,67.1655,72.26,90.3169
54,,,,,,,,,,24.0751,15.9281,20.6784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.832,27.8068,22.5361,28.3358,32.0269,26.7387,60.1937,48.9424,67.2103,20.5139,18.3169,18.7421,,,,,,,,,,,,,35.9437,60.0201,43.7116,77.2048,64.0975,49.1869,86.8905,89.7684,98.2439
55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.7964,53.7356,73.7378,,,,,,,,,,,,,,,,29.8064,51.7228,37.6634,60.2257,57.2601,47.8971,70.0219,66.006,78.1629
56,,,,,,,6.7247,5.5142,6.3187,20.3387,13.6469,18.8607,,,,,,,4.4424,8.6974,7.617,,,,,,,,,,,,,,,,,,,,,,,,,15.8613,24.0425,20.4398,26.778,30.0846,23.808,50.9473,42.8613,60.1346,16.892,16.5231,15.7257,5.5706,5.6976,7.1095,,,,5.1166,8.9023,6.2232,4.2429,5.7612,3.4804,31.5428,53.7276,40.4402,61.0973,53.0165,51.2055,67.9117,72.8694,88.6625
57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.7627,50.6064,71.215,,,,,,,,,,,,,10.4754,8.0094,6.8378,30.5819,56.7431,39.4293,58.656,55.1768,50.5645,83.0994,73.3605,89.616
58,,,,,,,,,,21.4322,13.2909,19.1827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7042,25.3183,19.5363,23.857,26.9548,21.6554,52.2403,42.138,58.6343,18.0515,15.7038,15.9164,,,,,,,,,,,,,30.3434,55.1529,38.0763,57.7775,55.1555,49.9353,81.7113,79.2479,98.1021
59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.9054,46.929,66.2843,,,,,,,,,,,,,,,,30.5384,55.7216,39.5856,54.6458,55.9087,46.0089,74.0705,74.4208,83.8378
60,2.2621,1.9816,1.5001,3.2849,3.2592,3.0055,5.9791,5.2029,5.8969,20.9317,13.4826,17.9772,1.929,2.1785,2.0933,5.0502,4.7754,5.6675,5.0758,9.274,6.7093,1.4344,1.6895,1.3815,4.9161,3.9505,4.3424,1.0474,1.1119,0.6004,6.0341,5.7738,6.0616,3.3207,2.5543,2.3695,2.1864,2.4376,0.8218,5.4482,2.9393,4.2745,4.9825,4.2378,4.7481,18.3218,24.9669,19.6773,27.0457,29.5359,25.2987,52.9509,46.1188,60.2013,18.3211,15.4578,16.4756,5.2828,6.7886,6.6473,5.2049,4.0499,4.6438,6.2295,10.2154,7.9686,4.8135,5.7612,3.2758,30.0697,55.7702,41.8415,59.0598,59.0216,51.205,82.38,81.3072,95.9205
61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6311,45.8246,58.6986,,,,,,,,,,,,,,,,33.1492,55.8023,40.7383,53.8927,56.0276,50.1315,72.9304,75.414,90.3442
62,,,,,,,,,,22.2146,13.863,18.0595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6235,25.9313,20.6372,24.6541,30.8807,25.5301,50.3718,43.2687,59.9384,18.2159,15.8349,18.4386,,,,,,,,,,,,,33.6371,60.1842,38.5025,62.2062,57.8788,51.9802,83.8003,82.9247,102.4216
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.8574,44.562,60.9888,,,,,,,,,,,,,,,,28.6849,57.6002,42.5,59.4624,58.1536,53.007,81.4694,78.087,95.8521
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2987,27.1296,21.877,26.7297,28.6116,25.9765,54.9345,48.5007,65.2175,18.6847,16.6107,17.041,,,,,,,,,,4.9154,8.0094,3.1917,30.3971,54.9805,37.5597,57.7884,58.1807,51.991,80.8613,79.1515,95.5672
